Gene,Non-unique Gene name,Annotation,No. isolates,No. sequences,Avg sequences per isolate,Genome Fragment,Order within Fragment,Accessory Fragment,Accessory Order with Fragment,QC,Min group size nuc,Max group size nuc,Avg group size nuc,PROKKA_Fusobacterium_necrophorum_BL.fna,PROKKA_Fusobacterium_necrophorum_D12.fna,PROKKA_Fusobacterium_necrophorum_DJ-1.fna,PROKKA_Fusobacterium_necrophorum_DJ-2.fna,PROKKA_Fusobacterium_necrophorum_isolate_MGYG-HGUT-02362.fna,PROKKA_Fusobacterium_necrophorum_strain_ATCC_25286.fna,PROKKA_Fusobacterium_necrophorum_strain_FDAARGOS_565.fna,PROKKA_Fusobacterium_necrophorum_strain_KG34.fna,PROKKA_Fusobacterium_necrophorum_strain_KG35.fna,PROKKA_Fusobacterium_necrophorum_subsp._funduliforme_ATCC_51357.fna,PROKKA_Fusobacterium_necrophorum_subsp._funduliforme_B35_FNF_B35.fna,PROKKA_Fusobacterium_necrophorum_subsp._funduliforme_Fnf_1007.fna,PROKKA_Fusobacterium_necrophorum_subsp._funduliforme_strain_1_1.fna,PROKKA_Fusobacterium_necrophorum_subsp._funduliforme_strain_CCUG_42162.fna,PROKKA_Fusobacterium_necrophorum_subsp._funduliforme_strain_F1248.fna,PROKKA_Fusobacterium_necrophorum_subsp._funduliforme_strain_F1250.fna,PROKKA_Fusobacterium_necrophorum_subsp._funduliforme_strain_F1260.fna,PROKKA_Fusobacterium_necrophorum_subsp._funduliforme_strain_F1267.fna,PROKKA_Fusobacterium_necrophorum_subsp._funduliforme_strain_F1285.fna,PROKKA_Fusobacterium_necrophorum_subsp._funduliforme_strain_F1291.fna,PROKKA_Fusobacterium_necrophorum_subsp._funduliforme_strain_F1309.fna,PROKKA_Fusobacterium_necrophorum_subsp._funduliforme_strain_F1314_102.fna,PROKKA_Fusobacterium_necrophorum_subsp._funduliforme_strain_F1330.fna,PROKKA_Fusobacterium_necrophorum_subsp._funduliforme_strain_F1351_200.fna,PROKKA_Fusobacterium_necrophorum_subsp._funduliforme_strain_F1353.fna,PROKKA_Fusobacterium_necrophorum_subsp._funduliforme_strain_F1365.fna,PROKKA_Fusobacterium_necrophorum_subsp._funduliforme_strain_LS_1195_338.fna,PROKKA_Fusobacterium_necrophorum_subsp._funduliforme_strain_LS_1197.fna,PROKKA_Fusobacterium_necrophorum_subsp._funduliforme_strain_LS_1260.fna,PROKKA_Fusobacterium_necrophorum_subsp._funduliforme_strain_LS_1264.fna,PROKKA_Fusobacterium_necrophorum_subsp._funduliforme_strain_LS_1266.fna,PROKKA_Fusobacterium_necrophorum_subsp._funduliforme_strain_LS_1272_324.fna,PROKKA_Fusobacterium_necrophorum_subsp._funduliforme_strain_LS_1291.fna,PROKKA_Fusobacterium_necrophorum_subsp._funduliforme_strain_P1_CP.fna,PROKKA_Fusobacterium_necrophorum_subsp._funduliforme_strain_P1_LM.fna,PROKKA_Fusobacterium_necrophorum_subsp._necrophorum_strain_ATCC_25286.fna,PROKKA_usobacterium_necrophorum_BFTR-1.fna,PROKKA_usobacterium_necrophorum_BFTR-2.fna,PROKKA_usobacterium_necrophorum_DAB.fna,PROKKA_usobacterium_necrophorum_HUN048_T527.fna,PROKKA_usobacterium_necrophorum_subsp._funduliforme_B35.fna,PROKKA_usobacterium_necrophorum_subsp._funduliforme_strain_LS_1280.fna
nsrR,,HTH-type transcriptional repressor NsrR,42,42,1,56,2703,,,,410,410,410,CNENEDLI_01071,DFALKBJJ_00935,EJBHNGMC_00751,DCFFOKJI_01207,PHBPEANE_01839,JINGLCIG_01699,ADPOPIFB_01304,NJBJJNNI_00445,DJMJFLHK_00974,AIHILEFE_00916,JGGOHAED_01848,GJMCKLCA_01642,GBODHHMP_00141,MNODNHPF_01993,EJGBHNGE_01167,BJIHFIIA_00877,CCJAMINL_02139,INNBEBHB_00848,BCLEFNON_00868,PIKLICFD_01898,KCBGGAIE_00801,DKDLJDCI_00258,HHABKOMD_00771,HFDAGFPP_00390,OIIKEPCC_00808,LJEDAGOM_01100,IPMILDJG_01170,BJPOBNPA_00599,MHOHJPEI_00833,IFBIBDFK_00956,NDJNICBH_01460,GDMGBJMC_00428,PCEJJBAK_00691,CENHJHOP_00503,OJDKFIFK_00529,HDNLMBCC_00153,LLAELIHG_00610,JNMNFCGE_00942,FDAPKMPL_01670,PPEHEOKD_00127,GBLJPCAA_00031,DMLJKPOB_00958
group_1615,,hypothetical protein,42,42,1,56,2704,,,,527,530,527,CNENEDLI_01072,DFALKBJJ_00936,EJBHNGMC_00752,DCFFOKJI_01206,PHBPEANE_01840,JINGLCIG_01700,ADPOPIFB_01305,NJBJJNNI_00444,DJMJFLHK_00973,AIHILEFE_00915,JGGOHAED_01849,GJMCKLCA_01643,GBODHHMP_00140,MNODNHPF_01992,EJGBHNGE_01168,BJIHFIIA_00876,CCJAMINL_02138,INNBEBHB_00847,BCLEFNON_00867,PIKLICFD_01897,KCBGGAIE_00800,DKDLJDCI_00257,HHABKOMD_00770,HFDAGFPP_00389,OIIKEPCC_00807,LJEDAGOM_01099,IPMILDJG_01171,BJPOBNPA_00598,MHOHJPEI_00832,IFBIBDFK_00955,NDJNICBH_01461,GDMGBJMC_00429,PCEJJBAK_00690,CENHJHOP_00504,OJDKFIFK_00530,HDNLMBCC_00152,LLAELIHG_00609,JNMNFCGE_00941,FDAPKMPL_01671,PPEHEOKD_00126,GBLJPCAA_00030,DMLJKPOB_00959
rbsA,,Ribose import ATP-binding protein RbsA,42,42,1,56,3846,,,,1595,1643,1641,CNENEDLI_01096,DFALKBJJ_01872,EJBHNGMC_00159,DCFFOKJI_01427,PHBPEANE_00211,JINGLCIG_00463,ADPOPIFB_00865,NJBJJNNI_00990,DJMJFLHK_00265,AIHILEFE_00433,JGGOHAED_00808,GJMCKLCA_01861,GBODHHMP_00447,MNODNHPF_00925,EJGBHNGE_01207,BJIHFIIA_01909,CCJAMINL_00133,INNBEBHB_01449,BCLEFNON_01624,PIKLICFD_00128,KCBGGAIE_01316,DKDLJDCI_01289,HHABKOMD_01285,HFDAGFPP_00835,OIIKEPCC_01366,LJEDAGOM_00447,IPMILDJG_00261,BJPOBNPA_00087,MHOHJPEI_01658,IFBIBDFK_01673,NDJNICBH_00428,GDMGBJMC_01455,PCEJJBAK_01510,CENHJHOP_00788,OJDKFIFK_01135,HDNLMBCC_00602,LLAELIHG_00886,JNMNFCGE_01854,FDAPKMPL_00864,PPEHEOKD_01252,GBLJPCAA_02201,DMLJKPOB_01304
group_1622,,hypothetical protein,42,42,1,56,4336,,,,185,185,185,CNENEDLI_01163,DFALKBJJ_00088,EJBHNGMC_01332,DCFFOKJI_00812,PHBPEANE_00501,JINGLCIG_00060,ADPOPIFB_00496,NJBJJNNI_01476,DJMJFLHK_00168,AIHILEFE_01327,JGGOHAED_00428,GJMCKLCA_01054,GBODHHMP_00820,MNODNHPF_01068,EJGBHNGE_00133,BJIHFIIA_00244,CCJAMINL_00452,INNBEBHB_00136,BCLEFNON_00136,PIKLICFD_00365,KCBGGAIE_00175,DKDLJDCI_00458,HHABKOMD_00136,HFDAGFPP_00589,OIIKEPCC_00989,LJEDAGOM_00890,IPMILDJG_00400,BJPOBNPA_00330,MHOHJPEI_00136,IFBIBDFK_01171,NDJNICBH_00203,GDMGBJMC_00705,PCEJJBAK_01382,CENHJHOP_01185,OJDKFIFK_00967,HDNLMBCC_00971,LLAELIHG_00419,JNMNFCGE_01380,FDAPKMPL_02172,PPEHEOKD_01188,GBLJPCAA_01894,DMLJKPOB_00888
group_1627,,hypothetical protein,42,42,1,56,1096,,,,689,689,689,CNENEDLI_01173,DFALKBJJ_01501,EJBHNGMC_00540,DCFFOKJI_01645,PHBPEANE_00352,JINGLCIG_00590,ADPOPIFB_01661,NJBJJNNI_00838,DJMJFLHK_01317,AIHILEFE_01497,JGGOHAED_00195,GJMCKLCA_01715,GBODHHMP_01315,MNODNHPF_00135,EJGBHNGE_00974,BJIHFIIA_01114,CCJAMINL_01184,INNBEBHB_00994,BCLEFNON_01015,PIKLICFD_00952,KCBGGAIE_01009,DKDLJDCI_00950,HHABKOMD_00944,HFDAGFPP_01052,OIIKEPCC_00308,LJEDAGOM_00114,IPMILDJG_01795,BJPOBNPA_00897,MHOHJPEI_00981,IFBIBDFK_00341,NDJNICBH_00075,GDMGBJMC_01858,PCEJJBAK_00135,CENHJHOP_01034,OJDKFIFK_00696,HDNLMBCC_02208,LLAELIHG_00857,JNMNFCGE_01651,FDAPKMPL_00395,PPEHEOKD_00317,GBLJPCAA_00704,DMLJKPOB_00087
aroK,,Shikimate kinase,42,42,1,56,1095,,,,299,557,519,CNENEDLI_01174,DFALKBJJ_01500,EJBHNGMC_00541,DCFFOKJI_01644,PHBPEANE_00351,JINGLCIG_00589,ADPOPIFB_01660,NJBJJNNI_00837,DJMJFLHK_01318,AIHILEFE_01496,JGGOHAED_00196,GJMCKLCA_01714,GBODHHMP_01314,MNODNHPF_00134,EJGBHNGE_00973,BJIHFIIA_01115,CCJAMINL_01183,INNBEBHB_00995,BCLEFNON_01016,PIKLICFD_00951,KCBGGAIE_01010,DKDLJDCI_00949,HHABKOMD_00945,HFDAGFPP_01051,OIIKEPCC_00309,LJEDAGOM_00115,IPMILDJG_01796,BJPOBNPA_00896,MHOHJPEI_00982,IFBIBDFK_00340,NDJNICBH_00076,GDMGBJMC_01859,PCEJJBAK_00134,CENHJHOP_01033,OJDKFIFK_00695,HDNLMBCC_02209,LLAELIHG_00858,JNMNFCGE_01650,FDAPKMPL_00396,PPEHEOKD_00316,GBLJPCAA_00703,DMLJKPOB_00086
group_1629,,hypothetical protein,42,42,1,56,1088,,,,161,299,295,CNENEDLI_01180,DFALKBJJ_01494,EJBHNGMC_00547,DCFFOKJI_01638,PHBPEANE_00345,JINGLCIG_00583,ADPOPIFB_01654,NJBJJNNI_00831,DJMJFLHK_01324,AIHILEFE_01490,JGGOHAED_00202,GJMCKLCA_01708,GBODHHMP_01308,MNODNHPF_00128,EJGBHNGE_00967,BJIHFIIA_01121,CCJAMINL_01177,INNBEBHB_01001,BCLEFNON_01022,PIKLICFD_00945,KCBGGAIE_01016,DKDLJDCI_00943,HHABKOMD_00951,HFDAGFPP_01045,OIIKEPCC_00315,LJEDAGOM_00121,IPMILDJG_01802,BJPOBNPA_00890,MHOHJPEI_00988,IFBIBDFK_00334,NDJNICBH_00082,GDMGBJMC_01865,PCEJJBAK_00128,CENHJHOP_01027,OJDKFIFK_00689,HDNLMBCC_02215,LLAELIHG_00864,JNMNFCGE_01644,FDAPKMPL_00402,PPEHEOKD_00310,GBLJPCAA_00696,DMLJKPOB_00080
rlmN_1,,putative dual-specificity RNA methyltransferase RlmN,42,42,1,56,1081,,,,761,1049,1039,CNENEDLI_01185,DFALKBJJ_01489,EJBHNGMC_01548,DCFFOKJI_00384,PHBPEANE_00340,JINGLCIG_00578,ADPOPIFB_01649,NJBJJNNI_00868,DJMJFLHK_01329,AIHILEFE_01485,JGGOHAED_00207,GJMCKLCA_01703,GBODHHMP_01303,MNODNHPF_00123,EJGBHNGE_00962,BJIHFIIA_01126,CCJAMINL_01172,INNBEBHB_01006,BCLEFNON_01027,PIKLICFD_00940,KCBGGAIE_01021,DKDLJDCI_00938,HHABKOMD_00956,HFDAGFPP_01040,OIIKEPCC_00320,LJEDAGOM_00126,IPMILDJG_01807,BJPOBNPA_00885,MHOHJPEI_00993,IFBIBDFK_00329,NDJNICBH_00087,GDMGBJMC_01870,PCEJJBAK_00123,CENHJHOP_01022,OJDKFIFK_00684,HDNLMBCC_02220,LLAELIHG_01382,JNMNFCGE_02264,FDAPKMPL_00407,PPEHEOKD_00305,GBLJPCAA_00689,DMLJKPOB_00075
pbpF,,Penicillin-binding protein 1F,42,42,1,56,1080,,,,1265,2138,2117,CNENEDLI_01186,DFALKBJJ_01488,EJBHNGMC_01547,DCFFOKJI_00383,PHBPEANE_00339,JINGLCIG_00577,ADPOPIFB_01648,NJBJJNNI_00867,DJMJFLHK_01330,AIHILEFE_01484,JGGOHAED_00208,GJMCKLCA_01702,GBODHHMP_01302,MNODNHPF_00122,EJGBHNGE_00961,BJIHFIIA_01127,CCJAMINL_01171,INNBEBHB_01007,BCLEFNON_01028,PIKLICFD_00939,KCBGGAIE_01022,DKDLJDCI_00937,HHABKOMD_00957,HFDAGFPP_01039,OIIKEPCC_00321,LJEDAGOM_00127,IPMILDJG_01808,BJPOBNPA_00884,MHOHJPEI_00994,IFBIBDFK_00328,NDJNICBH_00088,GDMGBJMC_01871,PCEJJBAK_00122,CENHJHOP_01021,OJDKFIFK_00683,HDNLMBCC_02221,LLAELIHG_01383,JNMNFCGE_02263,FDAPKMPL_00408,PPEHEOKD_00304,GBLJPCAA_00687,DMLJKPOB_00074
spoVG,,Putative septation protein SpoVG,42,42,1,56,3678,,,,215,290,286,CNENEDLI_01202,DFALKBJJ_01290,EJBHNGMC_01063,DCFFOKJI_01732,PHBPEANE_01776,JINGLCIG_02283,ADPOPIFB_01096,NJBJJNNI_00854,DJMJFLHK_01113,AIHILEFE_01233,JGGOHAED_01787,GJMCKLCA_00710,GBODHHMP_00311,MNODNHPF_01730,EJGBHNGE_00849,BJIHFIIA_00835,CCJAMINL_02309,INNBEBHB_00806,BCLEFNON_00826,PIKLICFD_02069,KCBGGAIE_00759,DKDLJDCI_00100,HHABKOMD_00729,HFDAGFPP_00348,OIIKEPCC_00609,LJEDAGOM_01002,IPMILDJG_01644,BJPOBNPA_00557,MHOHJPEI_00728,IFBIBDFK_00749,NDJNICBH_00854,GDMGBJMC_00909,PCEJJBAK_00492,CENHJHOP_00440,OJDKFIFK_00466,HDNLMBCC_00361,LLAELIHG_01493,JNMNFCGE_02016,FDAPKMPL_01873,PPEHEOKD_00968,GBLJPCAA_02357,DMLJKPOB_00611
pheT,,Phenylalanine--tRNA ligase beta subunit,42,42,1,56,3707,,,,2387,2387,2387,CNENEDLI_01221,DFALKBJJ_00745,EJBHNGMC_01860,DCFFOKJI_01751,PHBPEANE_01795,JINGLCIG_02264,ADPOPIFB_01077,NJBJJNNI_00820,DJMJFLHK_01891,AIHILEFE_01252,JGGOHAED_01806,GJMCKLCA_00729,GBODHHMP_00330,MNODNHPF_01711,EJGBHNGE_00868,BJIHFIIA_00854,CCJAMINL_00009,INNBEBHB_00825,BCLEFNON_00845,PIKLICFD_00009,KCBGGAIE_00778,DKDLJDCI_00119,HHABKOMD_00748,HFDAGFPP_00367,OIIKEPCC_00628,LJEDAGOM_01021,IPMILDJG_01664,BJPOBNPA_00576,MHOHJPEI_00747,IFBIBDFK_00768,NDJNICBH_00873,GDMGBJMC_00928,PCEJJBAK_00511,CENHJHOP_00459,OJDKFIFK_00485,HDNLMBCC_00380,LLAELIHG_00956,JNMNFCGE_02051,FDAPKMPL_01720,PPEHEOKD_00987,GBLJPCAA_02329,DMLJKPOB_00630
pth,,Peptidyl-tRNA hydrolase,42,42,1,56,3708,,,,560,560,560,CNENEDLI_01222,DFALKBJJ_00744,EJBHNGMC_01859,DCFFOKJI_01752,PHBPEANE_01796,JINGLCIG_02263,ADPOPIFB_01076,NJBJJNNI_00819,DJMJFLHK_01892,AIHILEFE_01253,JGGOHAED_01807,GJMCKLCA_00730,GBODHHMP_00331,MNODNHPF_01710,EJGBHNGE_00869,BJIHFIIA_00855,CCJAMINL_00010,INNBEBHB_00826,BCLEFNON_00846,PIKLICFD_00010,KCBGGAIE_00779,DKDLJDCI_00120,HHABKOMD_00749,HFDAGFPP_00368,OIIKEPCC_00629,LJEDAGOM_01022,IPMILDJG_01665,BJPOBNPA_00577,MHOHJPEI_00748,IFBIBDFK_00769,NDJNICBH_00874,GDMGBJMC_00929,PCEJJBAK_00512,CENHJHOP_00460,OJDKFIFK_00486,HDNLMBCC_00381,LLAELIHG_00955,JNMNFCGE_02052,FDAPKMPL_01721,PPEHEOKD_00988,GBLJPCAA_02328,DMLJKPOB_00631
yiaD_1,,putative lipoprotein YiaD,42,42,1,56,3738,,,,653,653,653,CNENEDLI_01242,DFALKBJJ_00728,EJBHNGMC_01146,DCFFOKJI_02035,PHBPEANE_01998,JINGLCIG_02243,ADPOPIFB_01053,NJBJJNNI_00888,DJMJFLHK_01911,AIHILEFE_01362,JGGOHAED_01781,GJMCKLCA_00744,GBODHHMP_00345,MNODNHPF_01695,EJGBHNGE_01424,BJIHFIIA_01265,CCJAMINL_00024,INNBEBHB_01184,BCLEFNON_01553,PIKLICFD_00025,KCBGGAIE_01105,DKDLJDCI_00135,HHABKOMD_01077,HFDAGFPP_00948,OIIKEPCC_00644,LJEDAGOM_01223,IPMILDJG_00003,BJPOBNPA_01134,MHOHJPEI_01489,IFBIBDFK_00784,NDJNICBH_01770,GDMGBJMC_00003,PCEJJBAK_00527,CENHJHOP_00921,OJDKFIFK_00913,HDNLMBCC_00401,LLAELIHG_00936,JNMNFCGE_02072,FDAPKMPL_01740,PPEHEOKD_01002,GBLJPCAA_02312,DMLJKPOB_00645
rarA,,Replication-associated recombination protein A,42,42,1,56,4702,,,,395,1232,1211,CNENEDLI_01310,DFALKBJJ_01099,EJBHNGMC_01533,DCFFOKJI_00211,PHBPEANE_01602,JINGLCIG_00075,ADPOPIFB_00364,NJBJJNNI_00182,DJMJFLHK_00414,AIHILEFE_00677,JGGOHAED_00969,GJMCKLCA_01414,GBODHHMP_01813,MNODNHPF_00421,EJGBHNGE_00517,BJIHFIIA_00547,CCJAMINL_01467,INNBEBHB_00575,BCLEFNON_00514,PIKLICFD_01240,KCBGGAIE_00568,DKDLJDCI_01102,HHABKOMD_00501,HFDAGFPP_00138,OIIKEPCC_00021,LJEDAGOM_00325,IPMILDJG_00112,BJPOBNPA_01839,MHOHJPEI_00498,IFBIBDFK_00628,NDJNICBH_02037,GDMGBJMC_01998,PCEJJBAK_01118,CENHJHOP_00266,OJDKFIFK_00340,HDNLMBCC_01102,LLAELIHG_01720,JNMNFCGE_01993,FDAPKMPL_01614,PPEHEOKD_00590,GBLJPCAA_01069,DMLJKPOB_00282
mutY,,Adenine DNA glycosylase,42,42,1,56,4700,,,,1067,1142,1082,CNENEDLI_01312,DFALKBJJ_01097,EJBHNGMC_01535,DCFFOKJI_00209,PHBPEANE_01604,JINGLCIG_00077,ADPOPIFB_00366,NJBJJNNI_00180,DJMJFLHK_00416,AIHILEFE_00679,JGGOHAED_00967,GJMCKLCA_01416,GBODHHMP_01815,MNODNHPF_00423,EJGBHNGE_00515,BJIHFIIA_00545,CCJAMINL_01469,INNBEBHB_00573,BCLEFNON_00512,PIKLICFD_01242,KCBGGAIE_00566,DKDLJDCI_01100,HHABKOMD_00499,HFDAGFPP_00136,OIIKEPCC_00019,LJEDAGOM_00323,IPMILDJG_00114,BJPOBNPA_01841,MHOHJPEI_00496,IFBIBDFK_00630,NDJNICBH_02035,GDMGBJMC_02000,PCEJJBAK_01116,CENHJHOP_00268,OJDKFIFK_00342,HDNLMBCC_01100,LLAELIHG_01718,JNMNFCGE_01561,FDAPKMPL_01616,PPEHEOKD_00592,GBLJPCAA_01071,DMLJKPOB_00280
potA,,Spermidine/putrescine import ATP-binding protein PotA,42,42,1,56,4535,,,,644,1139,1125,CNENEDLI_01330,DFALKBJJ_01215,EJBHNGMC_00951,DCFFOKJI_01321,PHBPEANE_01068,JINGLCIG_01312,ADPOPIFB_02363,NJBJJNNI_01221,DJMJFLHK_01648,AIHILEFE_01655,JGGOHAED_00016,GJMCKLCA_00506,GBODHHMP_01704,MNODNHPF_00312,EJGBHNGE_02002,BJIHFIIA_02243,CCJAMINL_01355,INNBEBHB_02096,BCLEFNON_02087,PIKLICFD_01130,KCBGGAIE_01798,DKDLJDCI_01212,HHABKOMD_01768,HFDAGFPP_01214,OIIKEPCC_00131,LJEDAGOM_02009,IPMILDJG_00579,BJPOBNPA_01060,MHOHJPEI_02100,IFBIBDFK_00518,NDJNICBH_00165,GDMGBJMC_01153,PCEJJBAK_01228,CENHJHOP_01752,OJDKFIFK_01750,HDNLMBCC_01508,LLAELIHG_02153,JNMNFCGE_01407,FDAPKMPL_00029,PPEHEOKD_00479,GBLJPCAA_00938,DMLJKPOB_01752
hpt,,Hypoxanthine phosphoribosyltransferase,42,42,1,56,6051,,,,398,536,532,CNENEDLI_01346,DFALKBJJ_01624,EJBHNGMC_01174,DCFFOKJI_01514,PHBPEANE_01732,JINGLCIG_02159,ADPOPIFB_01540,NJBJJNNI_01700,DJMJFLHK_00507,AIHILEFE_00892,JGGOHAED_01078,GJMCKLCA_01286,GBODHHMP_02080,MNODNHPF_01819,EJGBHNGE_00443,BJIHFIIA_01329,CCJAMINL_01754,INNBEBHB_01252,BCLEFNON_01973,PIKLICFD_01510,KCBGGAIE_01170,DKDLJDCI_01600,HHABKOMD_01145,HFDAGFPP_01439,OIIKEPCC_00496,LJEDAGOM_01275,IPMILDJG_01427,BJPOBNPA_01441,MHOHJPEI_01887,IFBIBDFK_02288,NDJNICBH_00686,GDMGBJMC_01254,PCEJJBAK_00339,CENHJHOP_00396,OJDKFIFK_01599,HDNLMBCC_02329,LLAELIHG_01695,JNMNFCGE_00658,FDAPKMPL_00310,PPEHEOKD_00722,GBLJPCAA_01378,DMLJKPOB_01595
rpe,,Ribulose-phosphate 3-epimerase,42,42,1,56,6056,,,,638,638,638,CNENEDLI_01349,DFALKBJJ_01621,EJBHNGMC_01177,DCFFOKJI_01517,PHBPEANE_01729,JINGLCIG_02162,ADPOPIFB_01537,NJBJJNNI_01703,DJMJFLHK_00510,AIHILEFE_00889,JGGOHAED_01081,GJMCKLCA_01283,GBODHHMP_02083,MNODNHPF_01816,EJGBHNGE_00446,BJIHFIIA_01332,CCJAMINL_01757,INNBEBHB_01255,BCLEFNON_01976,PIKLICFD_01513,KCBGGAIE_01173,DKDLJDCI_01597,HHABKOMD_01148,HFDAGFPP_01442,OIIKEPCC_00493,LJEDAGOM_01278,IPMILDJG_01430,BJPOBNPA_01444,MHOHJPEI_01890,IFBIBDFK_02285,NDJNICBH_00689,GDMGBJMC_01257,PCEJJBAK_00342,CENHJHOP_00393,OJDKFIFK_01602,HDNLMBCC_02332,LLAELIHG_01698,JNMNFCGE_00655,FDAPKMPL_00307,PPEHEOKD_00719,GBLJPCAA_01382,DMLJKPOB_01598
group_1654,,putative zinc protease,42,42,1,56,3917,,,,1091,1250,1246,CNENEDLI_01371,DFALKBJJ_01893,EJBHNGMC_00293,DCFFOKJI_00682,PHBPEANE_00190,JINGLCIG_00981,ADPOPIFB_00831,NJBJJNNI_01011,DJMJFLHK_00284,AIHILEFE_00454,JGGOHAED_00840,GJMCKLCA_01882,GBODHHMP_00485,MNODNHPF_00904,EJGBHNGE_01703,BJIHFIIA_01930,CCJAMINL_00154,INNBEBHB_01470,BCLEFNON_01645,PIKLICFD_00149,KCBGGAIE_01338,DKDLJDCI_01310,HHABKOMD_01306,HFDAGFPP_00814,OIIKEPCC_01387,LJEDAGOM_00468,IPMILDJG_00240,BJPOBNPA_00108,MHOHJPEI_01637,IFBIBDFK_01694,NDJNICBH_00407,GDMGBJMC_01476,PCEJJBAK_01531,CENHJHOP_00767,OJDKFIFK_01156,HDNLMBCC_00636,LLAELIHG_01632,JNMNFCGE_00580,FDAPKMPL_00516,PPEHEOKD_01273,GBLJPCAA_02162,DMLJKPOB_01325
mrdB,,Peptidoglycan glycosyltransferase MrdB,42,42,1,56,3919,,,,740,1106,1097,CNENEDLI_01373,DFALKBJJ_01895,EJBHNGMC_00295,DCFFOKJI_00684,PHBPEANE_00188,JINGLCIG_00983,ADPOPIFB_00829,NJBJJNNI_01013,DJMJFLHK_00286,AIHILEFE_00456,JGGOHAED_00842,GJMCKLCA_01884,GBODHHMP_00487,MNODNHPF_00902,EJGBHNGE_01701,BJIHFIIA_01932,CCJAMINL_00156,INNBEBHB_01472,BCLEFNON_01647,PIKLICFD_00151,KCBGGAIE_01340,DKDLJDCI_01312,HHABKOMD_01308,HFDAGFPP_00812,OIIKEPCC_01389,LJEDAGOM_00470,IPMILDJG_00238,BJPOBNPA_00110,MHOHJPEI_01635,IFBIBDFK_01696,NDJNICBH_00405,GDMGBJMC_01478,PCEJJBAK_01533,CENHJHOP_00765,OJDKFIFK_01158,HDNLMBCC_00638,LLAELIHG_01630,JNMNFCGE_00582,FDAPKMPL_00514,PPEHEOKD_01275,GBLJPCAA_02160,DMLJKPOB_01327
rluC,,Ribosomal large subunit pseudouridine synthase C,42,42,1,56,3920,,,,872,872,872,CNENEDLI_01374,DFALKBJJ_01896,EJBHNGMC_00296,DCFFOKJI_00685,PHBPEANE_00187,JINGLCIG_00984,ADPOPIFB_00828,NJBJJNNI_01014,DJMJFLHK_00287,AIHILEFE_00457,JGGOHAED_00843,GJMCKLCA_01885,GBODHHMP_00488,MNODNHPF_00901,EJGBHNGE_01700,BJIHFIIA_01933,CCJAMINL_00157,INNBEBHB_01473,BCLEFNON_01648,PIKLICFD_00152,KCBGGAIE_01341,DKDLJDCI_01313,HHABKOMD_01309,HFDAGFPP_00811,OIIKEPCC_01390,LJEDAGOM_00471,IPMILDJG_00237,BJPOBNPA_00111,MHOHJPEI_01634,IFBIBDFK_01697,NDJNICBH_00404,GDMGBJMC_01479,PCEJJBAK_01534,CENHJHOP_00764,OJDKFIFK_01159,HDNLMBCC_00639,LLAELIHG_01629,JNMNFCGE_00583,FDAPKMPL_00513,PPEHEOKD_01276,GBLJPCAA_02158,DMLJKPOB_01328
pabB,,Aminodeoxychorismate synthase component 1,42,42,1,56,3928,,,,1958,2015,2013,CNENEDLI_01382,DFALKBJJ_01904,EJBHNGMC_00304,DCFFOKJI_00693,PHBPEANE_00179,JINGLCIG_00992,ADPOPIFB_00820,NJBJJNNI_01022,DJMJFLHK_00295,AIHILEFE_00465,JGGOHAED_00851,GJMCKLCA_01893,GBODHHMP_00496,MNODNHPF_00893,EJGBHNGE_01692,BJIHFIIA_01941,CCJAMINL_00165,INNBEBHB_01481,BCLEFNON_01656,PIKLICFD_00160,KCBGGAIE_01349,DKDLJDCI_01321,HHABKOMD_01317,HFDAGFPP_00803,OIIKEPCC_01398,LJEDAGOM_01950,IPMILDJG_00229,BJPOBNPA_00119,MHOHJPEI_01626,IFBIBDFK_01705,NDJNICBH_00396,GDMGBJMC_01487,PCEJJBAK_01542,CENHJHOP_00756,OJDKFIFK_01167,HDNLMBCC_00647,LLAELIHG_01621,JNMNFCGE_00591,FDAPKMPL_00505,PPEHEOKD_01284,GBLJPCAA_02149,DMLJKPOB_01336
group_1660,,Oxalate-binding protein,42,42,1,56,3930,,,,236,347,310,CNENEDLI_01384,DFALKBJJ_01906,EJBHNGMC_00306,DCFFOKJI_00695,PHBPEANE_00177,JINGLCIG_00994,ADPOPIFB_00818,NJBJJNNI_01024,DJMJFLHK_00297,AIHILEFE_00467,JGGOHAED_00853,GJMCKLCA_01895,GBODHHMP_00498,MNODNHPF_00891,EJGBHNGE_01690,BJIHFIIA_01943,CCJAMINL_00167,INNBEBHB_01483,BCLEFNON_01658,PIKLICFD_00162,KCBGGAIE_01351,DKDLJDCI_01323,HHABKOMD_01319,HFDAGFPP_00801,OIIKEPCC_01400,LJEDAGOM_01948,IPMILDJG_00227,BJPOBNPA_00121,MHOHJPEI_01624,IFBIBDFK_01707,NDJNICBH_00394,GDMGBJMC_01489,PCEJJBAK_01544,CENHJHOP_00754,OJDKFIFK_01169,HDNLMBCC_00649,LLAELIHG_01619,JNMNFCGE_00593,FDAPKMPL_00503,PPEHEOKD_01286,GBLJPCAA_02147,DMLJKPOB_01338
